Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
28-09-2010,486.45,489,490,481.5,488.8,487.8,485.59,1051422
29-09-2010,487.8,493,493.2,480,482.7,484.1,485.98,783086
30-09-2010,484.1,481.5,485,471.15,474.9,476.3,475.91,2167504
01-10-2010,476.3,479.7,502.9,477.8,502.65,496.55,492.93,1717003
04-10-2010,496.55,505.65,512,502.65,509.1,508.5,507.07,1230465
05-10-2010,508.5,513,517.2,507,511,512.65,511.72,1067238
06-10-2010,512.65,515.25,522.45,512,517.8,516.95,517.57,962274
07-10-2010,516.95,516.95,523.2,509.05,512.65,512.8,516.39,1273490
08-10-2010,512.8,512.8,516.25,498,502,503.2,504.63,800018
11-10-2010,503.2,510.6,524,506.65,520.5,519.95,516.09,1057305
12-10-2010,519.95,520,523.15,499.2,503.2,503,505.95,2227422
13-10-2010,503,504.6,524,503.05,520,521.6,511.95,1431038
14-10-2010,521.6,525,526.55,510.6,514.1,514.8,516.25,1023006
15-10-2010,514.8,515,516.3,507,507,508.55,510.71,940932
18-10-2010,508.55,511,511,497.05,507.25,509.1,502.96,1129862
19-10-2010,509.1,513.4,516.85,501.75,502.05,504.95,510.38,1318199
20-10-2010,504.95,504.95,514.5,497.15,501.35,501.6,507.12,1416191
21-10-2010,501.6,505,506,490.6,500.6,503,497.73,2606754
22-10-2010,503,505,506.45,492,493.5,494.45,497.52,985015
25-10-2010,494.45,497,504,495.2,503,502.05,501.04,719946
26-10-2010,502.05,503.2,503.2,490.7,492,492.1,496.47,1162164
27-10-2010,492.1,492.5,493.85,474.15,479.7,480.1,481.5,1934445
28-10-2010,480.1,481.5,490,472.6,490,477.9,480.12,2416002
29-10-2010,477.9,478,480,455,465.2,464.25,464.95,1758212
01-11-2010,464.25,471.1,474.3,465.1,467.9,468.15,468.41,1043832
02-11-2010,468.15,470.85,477.4,465.5,473,474.45,471.67,1189447
03-11-2010,474.45,478.75,489.5,475.1,487.45,486.05,484.03,1153451
04-11-2010,486.05,487.2,495.3,484.5,490,490.3,490.05,1188749
05-11-2010,490.3,495.7,495.7,492,493.15,494.4,494.12,236809
08-11-2010,494.4,497,497,480.65,491,491.95,488.26,894175
09-11-2010,491.95,493,494.9,486.15,493,492.4,491.05,566540
10-11-2010,492.4,494,494,483.25,486.4,486.3,485.78,802217
11-11-2010,486.3,488,497.55,485.15,488.8,488.65,490.97,841816
12-11-2010,488.65,483,488.95,472.3,481,478.05,481.49,1008742
15-11-2010,478.05,478,492.9,470,480.5,482.45,479.56,1026408
16-11-2010,482.45,485.7,486.6,473.05,479.7,482.45,480.59,1669358
18-11-2010,482.45,482,487.8,465,482.5,482.25,478.28,1358698
19-11-2010,482.25,479.7,480.85,457.25,462.55,461.7,467.69,1280664
22-11-2010,461.7,468,483.6,463,480.55,481.45,474.54,674215
23-11-2010,481.45,479.15,481.95,468.3,480,479.2,473.21,896297
24-11-2010,479.2,481.9,485,472,474,475.8,480.59,546183
25-11-2010,475.8,475,476,450.8,462,458.8,462.61,1512654
26-11-2010,458.8,460,473.5,435,462.8,461,454.24,723736
29-11-2010,461,461.5,468,450.05,465.8,466.05,461.88,550296
30-11-2010,466.05,464.95,480,455,478,476.7,469.37,597808
01-12-2010,476.7,474,487,474,477.6,480.15,482.44,856100
02-12-2010,480.15,484,492,479.05,487,488.55,485.98,967704
03-12-2010,488.55,488.55,492,482.1,487,485.85,485.34,371735
06-12-2010,485.85,485.85,495,474.6,477.3,480.2,487.94,701902
07-12-2010,480.2,478.1,481.1,461.55,464.05,463.95,468.65,1190532
08-12-2010,463.95,464.9,469,453.7,466.95,466.45,459.98,899909
09-12-2010,466.45,470,471,439.85,456,452.75,454.62,896944
10-12-2010,452.75,452.75,474,450,473,472.2,467.38,994655
13-12-2010,472.2,474,475.05,454.55,469,469.2,465.43,674755
14-12-2010,469.2,470,473.6,460.3,467.05,467.55,465.75,1093380
15-12-2010,467.55,467,467,444.1,449.7,449.85,453.42,1506188
16-12-2010,449.85,450.5,466.45,447.1,462.05,464.25,458.72,751432
20-12-2010,464.25,478.8,478.8,448.05,450.95,449.9,454.16,780574
21-12-2010,449.9,453.7,459.25,450,454.05,454.75,453.9,933806
22-12-2010,454.75,459,459,451.25,454.2,454.45,454.81,583371
23-12-2010,454.45,454,455.7,446.7,447.35,449.1,449.5,743716
24-12-2010,449.1,449.1,453,446.1,450.05,450.95,451.09,812729
27-12-2010,450.95,451.5,454.7,444.15,446.5,447.45,448.61,299888
28-12-2010,447.45,449.5,453,445.5,448.8,449.15,449.72,750900
29-12-2010,449.15,453,453.5,446.5,450.3,448.9,449.36,700517
30-12-2010,448.9,451.05,452,442.5,445.35,444.95,445.24,1108721
31-12-2010,444.95,445,457,445,451.9,453.65,453.58,447707
03-01-2011,453.65,457.9,459.95,455.9,457,457.1,457.59,440180
04-01-2011,457.1,457,464,457,459,460.5,460.38,632608
05-01-2011,460.5,460,464.85,446,449.8,448.9,452.93,593505
06-01-2011,448.9,450,454.9,442.8,443.75,445.1,447.36,460618
07-01-2011,445.1,442,449.6,431.9,433.2,435.2,439.44,885425
10-01-2011,435.2,434,435.2,402,407,412.9,419.36,1526405
11-01-2011,412.9,413.85,429.45,405.5,421,417.9,419.69,1274969
12-01-2011,417.9,420.1,429.5,415,425,423.75,422.5,1011401
13-01-2011,423.75,425,432.8,402.7,409.9,406.65,417.44,1041864
14-01-2011,406.65,407,422.85,393.6,395.4,397.7,408.76,807245
17-01-2011,397.7,400.7,409.9,394.5,409,403.8,404.62,782079
18-01-2011,403.8,408.9,414,401.5,405.5,405.2,406.36,838324
19-01-2011,405.2,408.45,417.9,403.1,416.2,413.7,412.07,813350
20-01-2011,413.7,414.7,421,407.4,419,418.9,415.8,1211124
21-01-2011,418.9,418,420.9,411,411,413.6,415.67,547007
24-01-2011,413.6,415.1,422.4,410.15,413.95,414.15,416.81,601036
25-01-2011,414.15,415.9,420.7,403.5,404.7,405.1,412.71,724966
27-01-2011,405.1,408,409,390,393.5,392.3,397.23,885091
28-01-2011,392.3,392,394.5,374.25,381.2,379.55,381.09,970798
31-01-2011,379.55,378.9,387.7,369.45,386.9,385.25,380.56,813831
01-02-2011,385.25,385.75,393.35,374,377.7,376.75,383.77,1170666
02-02-2011,376.75,377.65,386.95,367.25,368.1,372.4,379.03,786108
03-02-2011,372.4,371.9,381.95,368.55,378.15,378.55,377.24,416059
04-02-2011,378.55,378.05,381,356.35,359.75,359.75,367.48,750798
07-02-2011,359.75,361.75,366.5,358.1,359,359.8,362.82,975344
08-02-2011,359.8,360.3,364.25,335.05,341,337.95,349.72,1052868
09-02-2011,337.95,335.2,362.6,333,357.25,355.95,352.44,2172700
10-02-2011,355.95,355.05,370.6,347.15,360.95,363,359.48,1174016
11-02-2011,363,363.5,382.5,356,382,378.1,370.33,911404
14-02-2011,378.1,379.1,401,379.1,397,398.15,392.82,1028406
15-02-2011,398.15,398,417,392.5,411,411.35,406.21,1502543
16-02-2011,411.35,410.9,414,400.2,414,409.4,408.22,1608292
17-02-2011,409.4,409,414.85,405,411.9,411.85,410.64,860033
18-02-2011,411.85,414,420.6,406.05,414,408.5,413.35,1473699
21-02-2011,408.5,408.55,415,405.55,415,412.15,410.1,712281
22-02-2011,412.15,409.9,414.5,401.05,408.85,408.8,408.89,939217
23-02-2011,408.8,408.05,411.8,405.25,408,407.95,408.54,955620
24-02-2011,407.95,404.5,408.5,390.75,402,402.05,399.63,5353573
25-02-2011,402.05,402,409.9,388.7,407.5,404,399.74,763702
28-02-2011,404,408,427.75,402,404,405.05,413.92,1308531
01-03-2011,405.05,410.75,419.8,407.3,415.8,414.4,414.24,1016862
03-03-2011,414.4,414.5,426,405,413.1,414.85,418.62,1463526
04-03-2011,414.85,420,427.25,415.1,421.95,419.2,420.84,991659
07-03-2011,419.2,417,419.4,406,418.9,416.25,411.1,976913
08-03-2011,416.25,413.05,427,411,422.85,423.2,422.08,774085
09-03-2011,423.2,425,436.9,424.9,430,431.75,432.4,1632541
10-03-2011,431.75,429,430.3,421.5,426.85,427,426.13,749358
11-03-2011,427,421,423.95,412.65,420,420.25,419.69,1112533
14-03-2011,420.25,418,429.7,415.35,428.1,426.1,420.54,619781
15-03-2011,426.1,415,420,412.05,417,416.45,416.58,741040
16-03-2011,416.45,419.45,425,417,425,423.8,422.75,349876
17-03-2011,423.8,420,431.95,416,427,427.1,428.02,1042365
18-03-2011,427.1,432.9,432.9,420.05,421,422.65,426.07,1153668
21-03-2011,422.65,424,425.25,417.1,420.65,420.75,420.48,817791
22-03-2011,420.75,420,424,419.1,423,421.1,421.36,384408
23-03-2011,421.1,420.2,434.5,420.2,432.95,432.7,428.94,2423179
24-03-2011,432.7,434,449.35,434,448.55,446.2,441.13,886569
25-03-2011,446.2,448.6,455,441.25,452,453.35,450.68,2283882
28-03-2011,453.35,454,458.9,449.15,451,452.55,454.45,1015480
29-03-2011,452.55,451.9,458.8,451.2,456.9,456.2,455.34,848017
30-03-2011,456.2,457.45,461.6,453.8,459.2,459.1,458.61,653300
31-03-2011,459.1,459.2,463,452.35,458,457.85,458.02,1450453
01-04-2011,457.85,457.05,462,448.1,451,451,452.05,508838
04-04-2011,451,450,464,446.25,462,461.15,457.13,729317
05-04-2011,461.15,465,465,451.6,454,456.1,456.47,489562
06-04-2011,456.1,456.5,459.25,448.15,451.5,450.5,451.98,682345
07-04-2011,450.5,449.7,453.8,442.9,444.9,445.55,447.11,813512
08-04-2011,445.55,444.55,449,439.1,442.1,442.15,443.48,315937
11-04-2011,442.15,440.2,447,440.2,441.25,442.7,444.12,688266
13-04-2011,442.7,441,458,439.05,453,455.9,451.85,735695
15-04-2011,455.9,453.95,460.7,449.3,450.4,451.95,454.4,693759
18-04-2011,451.95,453,454.7,445,448.05,449.75,449.89,1496808
19-04-2011,449.75,446,448.75,440,442.7,442.6,442.5,442823
20-04-2011,442.6,446.25,461.8,443.55,461,460.35,454.03,553514
21-04-2011,460.35,460.85,464.55,455,461.95,461.5,459.7,332576
25-04-2011,461.5,456,472.4,454.2,469.7,469.65,468.55,508794
26-04-2011,469.65,469,469.7,453.1,462.5,464.05,460.08,590237
27-04-2011,464.05,464.05,469.4,454.6,456.15,458,462.02,467889
28-04-2011,458,460.25,464,437.25,441.55,441.25,447.36,850458
29-04-2011,441.25,443,447.2,421.1,428.6,430.1,434.08,575881
02-05-2011,430.1,434.5,435.05,410.35,412.5,413.1,417.07,711737
03-05-2011,413.1,413.75,423.2,408.35,411,412.55,414.38,1575439
04-05-2011,412.55,413,420.6,411.3,411.85,412.95,415.24,1300603
05-05-2011,412.95,412.8,424.9,402.8,422.45,422,413.84,2844725
06-05-2011,422,425,434.45,424.05,434,432.25,428.83,821466
09-05-2011,432.25,435,435.85,422.8,429.85,428.9,429.76,287413
10-05-2011,428.9,430,430.9,419.1,424.9,422.15,425.18,411436
11-05-2011,422.15,427,427,418,424,423.7,422.91,527041
12-05-2011,423.7,423.65,428.1,410,411.45,412.4,416.94,784095
13-05-2011,412.4,412,424,412,424,419.95,419.05,799101
16-05-2011,419.95,418,422.7,410.1,411.2,411.1,412.63,280511
17-05-2011,411.1,410,416.35,407.55,410,410.35,410.48,831028
18-05-2011,410.35,410.5,415.75,409.55,410.75,410.5,412.39,342538
19-05-2011,410.5,413,415,408.95,410.6,409.7,411.45,680518
20-05-2011,409.7,412,420.8,410.05,417.5,416.95,417.51,573563
23-05-2011,416.95,413.75,416,403.9,407.8,409.6,409.49,966407
24-05-2011,409.6,409,417,408,416.5,412.25,411.07,577398
25-05-2011,412.25,410.2,424,410.2,422.5,421.5,418.55,2720753
26-05-2011,421.5,421.65,431,419.5,425.25,427.9,426.9,1249865
27-05-2011,427.9,426,441,426,437.7,438.1,434.18,1428270
30-05-2011,438.1,436.5,444,431.15,432.05,434.5,438.95,415052
31-05-2011,434.5,436,445,434.5,439.3,441.45,441.25,587171
01-06-2011,441.45,441.1,446.85,439,441.4,441.1,441.84,164679
02-06-2011,441.1,437.8,440,429.2,433,432.05,432.45,617786
03-06-2011,432.05,432,439.45,432,437.25,435.6,436.49,657094
06-06-2011,435.6,432.3,443.9,432.3,442.05,442.9,437.84,1083485
07-06-2011,442.9,439.4,449.6,439,447.95,447.75,447.51,1151133
08-06-2011,447.75,446,452,442.3,445.25,445.3,447.94,860303
09-06-2011,445.3,443.05,450,437.5,438.3,439.55,442.19,231715
10-06-2011,439.55,440.55,443.3,435.4,440.65,440.5,438.32,844165
13-06-2011,440.5,437.25,447,437.25,444,443.6,443.54,745804
14-06-2011,443.6,444.15,451.9,444.15,448.95,447.95,449.87,4716206
15-06-2011,447.95,448.15,449.8,437.35,438.35,439.15,441.51,287237
16-06-2011,439.15,430,448.65,430,441,440.05,440.99,773844
17-06-2011,440.05,443.8,447.85,437,440,439.9,444.54,3931799
20-06-2011,439.9,439,446,429.3,435.05,433.25,440.65,1144407
21-06-2011,433.25,432.35,443,432.35,434.9,435.2,437.8,501560
22-06-2011,435.2,439.5,440,428.1,430.95,430.45,433.05,359821
23-06-2011,430.45,431,436.5,426.45,435.55,434.05,431.88,403192
24-06-2011,434.05,435.3,449.5,435.3,448.85,447.5,445.95,1044504
27-06-2011,447.5,446.7,457.6,445,456,456,454,1214592
28-06-2011,456,456,464.8,452.05,463.4,460.7,457.25,1184697
29-06-2011,460.7,464.05,467.45,459.2,463,464.4,463.86,568848
30-06-2011,464.4,463,483.5,462.05,480,479.35,474.49,1545736
01-07-2011,479.35,483,484,471.65,472.2,473.4,476.76,413790
04-07-2011,473.4,478.7,494.9,474.45,488,488.15,486.24,768073
05-07-2011,488.15,490,490.9,478.55,484.55,484.1,483.25,422826
06-07-2011,484.1,484,485.7,476.65,477.4,478.8,479.9,251465
07-07-2011,478.8,478,491,476.8,487,488.55,487.48,511243
08-07-2011,488.55,489,491,478,481.05,480.9,485.56,672105
11-07-2011,480.9,480,484.4,477.55,482.4,482.5,480.4,574046
12-07-2011,482.5,475.15,482.25,469.5,475.05,475.75,475.8,588522
13-07-2011,475.75,479.9,493.7,474.75,492,490.3,488.44,3559822
14-07-2011,490.3,488,501.4,487.5,494.05,497.55,493.03,5263370
15-07-2011,497.55,494.25,496.95,487.4,490.05,488.95,492.34,581696
18-07-2011,488.95,491.9,491.9,482.2,489.8,488.45,486.74,402699
19-07-2011,488.45,487,504.9,486.45,501.2,500.7,497.36,1388278
20-07-2011,500.7,503.1,508.95,488.2,489.15,490.65,500.97,733739
21-07-2011,490.65,489.6,492.5,473.1,473.35,475.95,482.46,1752544
22-07-2011,475.95,477.55,489.1,476.1,486.6,485.55,481.95,778295
25-07-2011,485.55,485.9,488.4,476.7,488,486.8,482.64,666869
26-07-2011,486.8,488.4,490,462.85,465.6,466.1,469.45,1141831
27-07-2011,466.1,469,469.95,453.15,463.6,463.4,460.99,862612
28-07-2011,463.4,464,467.9,454,457.1,458.45,459.1,1630302
29-07-2011,458.45,458.45,458.45,441.35,449.6,445.05,449.2,1381034
01-08-2011,445.05,449,459.75,447.35,453.9,454.2,454.04,776896
02-08-2011,454.2,451.3,459.65,446.25,458.5,457.9,451.71,1706455
03-08-2011,457.9,450.55,463.6,450.5,458.9,458.6,456.17,1171038
04-08-2011,458.6,460.65,463,450.25,450.25,451.75,456.65,1008214
05-08-2011,451.75,438,449,432.5,436.85,439.75,440.41,1564244
08-08-2011,439.75,423.25,453,423.25,437.15,438.25,442.85,825940
09-08-2011,438.25,429,451,425,450.1,448.05,441.86,1262010
10-08-2011,448.05,459,463.55,451,457.35,459.1,458.15,1014799
11-08-2011,459.1,454.9,477.1,453.1,469,470.2,469.98,877892
12-08-2011,470.2,478,478,454.2,454.25,458.5,464.81,520550
16-08-2011,458.5,461,464.8,440.2,445,442.5,448.27,342491
17-08-2011,442.5,445,453.75,430.3,446,445.5,443.18,842346
18-08-2011,445.5,445,449.95,430.1,430.1,435.05,437.33,795375
19-08-2011,435.05,425.55,441.8,424.1,434.5,433.4,434.03,973385
22-08-2011,433.4,432.5,437.55,425.5,431.4,430.15,431,844748
23-08-2011,430.15,431.65,439,428,430.1,430.05,432.54,662318
24-08-2011,430.05,426,437.5,426,432,428.85,430.87,841052
25-08-2011,428.85,433.75,434,419,425,422.95,425.4,892348
26-08-2011,422.95,423,427.45,411,412,414.55,417.7,973623
29-08-2011,414.55,417,444,415,443.5,441.3,435.83,939442
30-08-2011,441.3,449,449,435.35,442.8,442.7,440.61,736635
02-09-2011,442.7,455.95,458.5,438.1,443,443.05,442.66,870710
05-09-2011,443.05,441.7,448.2,438.2,445,446.2,442.06,742654
06-09-2011,446.2,442.35,461.9,435.5,461.9,458.85,447.62,1070129
07-09-2011,458.85,463.45,470.2,459,468.45,468.6,465.99,862258
08-09-2011,468.6,469,474,461,470.8,469.65,467.2,588099
09-09-2011,469.65,470.35,471,457.1,459.35,459.7,464.67,554690
12-09-2011,459.7,452.95,459.75,448.4,450.75,453.85,453.49,702354
13-09-2011,453.85,454,469.7,454,466,463.4,464.3,1163218
14-09-2011,463.4,466,468.95,458.3,467,466.5,464.58,567848
15-09-2011,466.5,466.5,482.3,466.5,482.3,480,478.25,1840142
16-09-2011,480,482,484.65,468.5,471.5,470.65,474.72,1329544
19-09-2011,470.65,466.3,476,465,473.75,473.65,472.9,539995
20-09-2011,473.65,472,481.4,470.55,480.3,479.4,476.25,566984
21-09-2011,479.4,477.65,485,476.45,478.5,480.55,480.92,561880
22-09-2011,480.55,471,474,454.15,456.1,456.9,462.33,502904
23-09-2011,456.9,454.15,465.9,446,455.6,454.75,456.24,1046910
26-09-2011,454.75,455.5,461.35,444.15,457,457.9,453.41,474960
27-09-2011,457.9,461,470.5,460.5,469,468.3,466.1,583755
28-09-2011,468.3,465.25,466.85,454.7,462.45,461.75,459.77,556193
29-09-2011,461.75,458.15,480,456.75,479,476.4,471.32,692013
30-09-2011,476.4,475.8,475.8,453.25,456,459.7,464.32,516508
03-10-2011,459.7,454.8,454.85,442,449.5,446.25,448.05,484194
04-10-2011,446.25,445.75,454,437,440.25,441.35,444.72,708205
05-10-2011,441.35,441.1,447.85,424.6,429.05,429.4,434.2,831930
07-10-2011,429.4,441,454.95,441,446.25,446.75,448.18,575842
10-10-2011,446.75,443.05,456.9,443,456,454.45,450.39,246524
11-10-2011,454.45,457.9,463,451.35,452.95,453.1,455.95,446643
12-10-2011,453.1,458.5,474.9,454.4,473.5,471.15,463.77,543003
13-10-2011,471.15,474,477.95,468.35,475,473.9,474.04,702659
14-10-2011,473.9,469.2,479.85,467.2,475.1,475.4,474.87,7937838
17-10-2011,475.4,480.4,480.4,467.5,472,472.05,472.54,360014
18-10-2011,472.05,468.9,472.85,462,465.5,464.7,464.65,505148
19-10-2011,464.7,468.15,476,466.4,476,475.4,473.42,389527
20-10-2011,475.4,470.05,473,461.9,473,471.8,467.18,334083
21-10-2011,471.8,473.85,474.25,464.25,466.25,465.85,470.41,253206
24-10-2011,465.85,469.7,476.9,469,471,470.85,474.13,401922
25-10-2011,470.85,471.55,503.65,465,499.95,495.7,486.57,2628751
26-10-2011,495.7,498.05,499.55,491.2,495,494.5,495.27,119757
28-10-2011,494.5,505.05,520,499.05,506.5,510.4,505.08,1433622
31-10-2011,510.4,510.45,513.3,502.7,512.75,512.4,509.58,692404
01-11-2011,512.4,506.65,515.1,497.15,504.35,504.65,505.33,591003
02-11-2011,504.65,499.25,507.8,497.55,499.5,501.65,502.99,640335
03-11-2011,501.65,499.4,506,492.35,503.25,504.7,499.13,452776
04-11-2011,504.7,506.5,510,498.05,503.4,502.2,503.59,409845
08-11-2011,502.2,502.1,505,491.4,500,499.4,498.04,511623
09-11-2011,499.4,502.1,503.6,491.8,493.15,493.9,495.95,651208
11-11-2011,493.9,490.5,504,490,501.1,500.1,496.37,1106187
14-11-2011,500.1,505,510.75,500.55,500.8,502.35,506.44,823820
15-11-2011,502.35,502,506.95,485.75,485.75,491.35,494.97,376397
16-11-2011,491.35,485.1,498,481.7,496.3,491.25,487.1,569775
17-11-2011,491.25,492,493.35,471.1,473,477.85,485.42,350906
18-11-2011,477.85,478,478,462.8,474.8,474.95,470.5,368648
21-11-2011,474.95,473,473,458,462.2,461.6,465.69,343529
22-11-2011,461.6,461,471.7,450.1,451.95,451.9,460.06,377148
23-11-2011,451.9,447.7,453.8,437.7,442.3,441.45,444.96,1299898
24-11-2011,441.45,441.1,448.95,428.15,445,442.25,440.59,1180353
25-11-2011,442.25,441,452.5,435.8,445.5,447.15,445.75,694891
28-11-2011,447.15,453,475,450.15,475,468.25,463.27,501524
29-11-2011,468.25,472.8,472.8,452,453,455.05,462.51,709659
30-11-2011,455.05,450,469.9,449,466.95,466.7,462.56,850288
01-12-2011,466.7,479.1,489,472.5,477.3,478.8,479.6,679513
02-12-2011,478.8,482.5,498,475.25,497,495.85,490.79,567439
05-12-2011,495.85,495.5,496.25,486.5,492.5,491.2,490.85,504886
07-12-2011,491.2,494,501,489.9,491.4,492.3,496.07,895625
08-12-2011,492.3,491,492.5,478.1,481,484.1,483.73,550931
09-12-2011,484.1,477,493.85,474.2,490,488.9,483.49,543652
12-12-2011,488.9,492,496.95,479.45,484.5,484.5,486.4,732307
13-12-2011,484.5,479.65,489.9,475,489,486.4,482.86,1024727
14-12-2011,486.4,486.4,495.4,483.05,490,488.2,489.39,824295
15-12-2011,488.2,483,488,478.1,486,483.5,481.86,522904
16-12-2011,483.5,485.85,496,470.25,481,481.55,488.36,854763
19-12-2011,481.55,478,482,465.1,467.75,467.75,472.99,823088
20-12-2011,467.75,470,472.7,440,449.45,445.05,451.01,1639430
21-12-2011,445.05,457.5,477.8,434.3,470.95,464.75,446.75,1757475
22-12-2011,464.75,463.25,467.55,452.3,461.8,462.55,460.94,982281
23-12-2011,462.55,464,466.85,452.1,457,457.05,460.34,550747
26-12-2011,457.05,460,464.8,455.2,463.8,463.35,461.83,310939
27-12-2011,463.35,464.05,465,449.85,450,452.6,455.4,333566
28-12-2011,452.6,449.95,457.8,442,454.4,454.3,447.82,1026880
29-12-2011,454.3,451.1,455.75,442.25,445,445.95,449.6,502001
30-12-2011,445.95,448,448,426.95,428.15,430.55,438.97,647341
02-01-2012,430.55,432.9,433.5,418.1,420.95,421.75,422.38,482383
03-01-2012,421.75,425.5,453.65,425.5,448.05,449.95,445.56,1076964
04-01-2012,449.95,449,449,436.5,437.5,439.35,440.72,610159
05-01-2012,439.35,440,448,432.05,445.55,445.45,438.93,1398035
06-01-2012,445.45,441,461,441,452.85,453.95,451.7,939793
07-01-2012,453.95,452.4,453.9,448,448.45,451.15,451.53,29403
09-01-2012,451.15,447.15,456.8,445.15,453.2,453.2,451.88,660192
10-01-2012,453.2,456,469.75,455.2,469,466.5,462.73,539628
11-01-2012,466.5,466.5,469.95,459,466,465.25,465.01,466065
12-01-2012,465.25,462.25,478,461.5,471.15,467.25,471.99,1142349
13-01-2012,467.25,469.95,475.9,461,475.5,472.55,468.31,669830
16-01-2012,472.55,468.85,475,457,460.95,461.35,460.85,632500
17-01-2012,461.35,464,479.25,464,476,476.8,473.05,1007120
18-01-2012,476.8,477.8,479.8,456.1,461.25,462.65,463.38,788306
19-01-2012,462.65,467.25,475,465,474.5,474.3,472.73,781614
20-01-2012,474.3,478,498.25,470.55,495,494.3,485.91,1646368
23-01-2012,494.3,496.9,500,474.25,474.65,477.3,485.44,1322107
24-01-2012,477.3,479.2,498.5,472.65,490.8,495.8,489.24,1369248
25-01-2012,495.8,497.9,498,482,495,495.55,489.84,1062587
27-01-2012,495.55,500.5,502,483.5,489.65,492.95,491.41,757532
30-01-2012,492.95,486.65,494.15,475.05,476,478.4,485.1,521811
31-01-2012,478.4,480,500,478.8,497.25,498.35,490.59,526836
01-02-2012,498.35,498,512,492,507.1,510.95,506.94,1371501
02-02-2012,510.95,513,515.4,498.25,510,511.05,510.14,1457784
03-02-2012,511.05,511.25,520,499.95,519.2,518.7,512.4,1045221
06-02-2012,518.7,524,525,513.05,517.1,520.3,520.15,489638
07-02-2012,520.3,522,538.5,517,534,535.5,531.24,1080790
08-02-2012,535.5,534,539,527.2,531.1,533.2,533.26,746416
09-02-2012,533.2,528.25,555,528.25,552,551.15,544.08,1121286
10-02-2012,551.15,551,559,541.25,548.7,546.7,552.46,2109223
13-02-2012,546.7,550,570,544.5,569,566.75,559.47,966580
14-02-2012,566.75,565.3,569.45,557.5,561,559.85,562.89,694325
15-02-2012,559.85,564,575.85,560.25,574,573.75,566.21,1081883
16-02-2012,573.75,570,579.4,564.9,572.9,574.5,571.91,722287
17-02-2012,574.5,580,584,573.05,579,576.1,576.41,877101
21-02-2012,576.1,574.85,584.95,569.35,574,576.4,575.42,1821024
22-02-2012,576.4,574.95,582.1,563.25,567,567.4,572.25,946289
23-02-2012,567.4,564,574,555.6,565,567.45,566.16,1609851
24-02-2012,567.45,568.9,575.7,546.6,548.7,551.55,554.4,730059
27-02-2012,551.55,551.7,551.7,530.25,543.6,543.25,541.43,649234
28-02-2012,543.25,544,567,544,553,551.2,556.43,1230352
29-02-2012,551.2,556,565.8,541.25,547.9,547.75,551.98,646878
01-03-2012,547.75,543,574,541.5,552.5,554.8,548.78,616528
02-03-2012,554.8,560,576.35,548.25,565,565.5,564.97,966062
03-03-2012,565.5,565.5,570.7,562.3,562.3,566.5,567.69,49898
05-03-2012,566.5,561.4,563.8,555.15,558.55,558.7,559.48,829261
06-03-2012,558.7,556,569,546.2,547,550.65,557.85,637742
07-03-2012,550.65,548,557,543.5,551.75,552.15,551.24,464911
09-03-2012,552.15,560.5,564.8,551.65,560.75,558.45,558.6,729443
12-03-2012,558.45,571,571,556.85,561,561.85,562.77,584087
13-03-2012,561.85,565,575,563.05,570,569.45,569.09,780963
14-03-2012,569.45,575.5,575.75,565.8,573.95,572.35,569.7,814752
15-03-2012,572.35,571,575.9,549.1,555,558.8,562.18,614367
16-03-2012,558.8,558.55,566.9,535.25,536,539.15,553.21,677373
19-03-2012,539.15,536,537.9,525,530,531.5,531.14,494027
20-03-2012,531.5,529,541.6,521.55,537,538.8,531.78,799850
21-03-2012,538.8,535,546.5,535,545,544.85,543.23,781634
22-03-2012,544.85,544.9,545.5,512,518.25,517.65,527.96,636613
23-03-2012,517.65,522,532.6,514.05,527.15,525.6,523.71,707051
26-03-2012,525.6,525,538.8,523.1,530,531.15,532.75,908996
27-03-2012,531.15,539.9,546.7,530.8,541.95,539.3,539.06,778881
28-03-2012,539.3,538.75,538.75,518.5,519.25,521.15,528.6,677003
29-03-2012,521.15,512.65,536.25,510.5,524.6,524.6,523.64,961300
30-03-2012,524.6,527.8,551.2,524.05,550,545.35,537.06,474911
02-04-2012,545.35,546.25,559.8,546.25,559.5,556,556,733911
03-04-2012,556,560,563.6,555.45,560.95,559.45,559.61,847327
04-04-2012,559.45,558.4,558.4,548.8,550.95,550.9,552.25,288828
09-04-2012,550.9,544.1,553.9,531,536.9,534,538.12,383369
10-04-2012,534,536.55,549.55,533.55,544,547.05,541.61,575897
11-04-2012,547.05,543.5,564.3,537.7,561,558.35,551.98,664890
12-04-2012,558.35,561.85,569.9,558.35,566.5,567.5,566.62,644696
13-04-2012,567.5,569.5,583.95,567.55,580.55,581.5,579.06,1149449
16-04-2012,581.5,579.05,589,579.05,585.5,583.9,585.56,489515
17-04-2012,583.9,583.5,591.45,572.2,580.9,582.1,581.48,806011
18-04-2012,582.1,586,588.95,576.55,578.25,579.6,581.28,435478
19-04-2012,579.6,584,599.8,574.5,599.65,594.55,586.79,457689
20-04-2012,594.55,597.7,602.75,585.3,590,592.1,595.84,497240
23-04-2012,592.1,595.95,596.35,574.45,581,580.95,585.1,353205
24-04-2012,580.95,582,588.45,563.3,567.4,569.65,571.34,915937
25-04-2012,569.65,570.1,575,557.5,567.5,565.15,566.27,668285
