Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
20-03-2006,250.7,252.25,262,251,258.7,257.6,257.85,1019443
21-03-2006,257.6,258.8,266.6,253,264.45,263.4,261.93,566441
22-03-2006,263.4,265.95,269,252.6,269,267,264.69,439888
23-03-2006,267,267,280.95,267,275,274.15,274.69,337427
24-03-2006,274.15,277.1,282,274,282,280,278.3,243852
27-03-2006,280,280,282,274,275.1,275.6,275.48,227178
28-03-2006,275.6,275.6,279,274.25,274.5,275.4,275.81,103060
29-03-2006,275.4,275.95,285.95,268.2,285,283.8,276.84,176875
30-03-2006,283.8,292.9,294,275.5,278,280.05,285.94,216735
31-03-2006,280.05,262.25,283.8,262.25,280.95,279.25,279.27,119790
03-04-2006,279.25,282.75,285.95,280.05,285.7,284.75,283.72,89784
04-04-2006,284.75,287.8,289.9,281,283.75,282.7,284.51,66812
05-04-2006,282.7,286.75,288.15,281,283,282.6,283.17,58853
07-04-2006,282.6,287.25,287.25,278,283,281.05,281.29,100027
10-04-2006,281.05,267,283.95,267,280,280,280.23,74343
12-04-2006,280,280.9,290,280.9,281.9,284.1,285.02,183612
13-04-2006,284.1,284,285,252,276,274.5,269.55,258129
17-04-2006,274.5,281.9,284.9,274.55,281.3,281.15,280.01,160453
18-04-2006,281.15,278.1,292,277,288,287.25,286.34,134958
19-04-2006,287.25,289.9,293,285.1,287.5,287.15,288.93,85854
20-04-2006,287.15,287,304,284.25,300,300.2,296.22,266612
21-04-2006,300.2,300,323.8,298,317,316.5,312.95,302760
24-04-2006,316.5,317,322.9,302.1,305,304.7,310.67,193366
25-04-2006,304.7,303,314.5,301,307.4,307.45,308.87,144782
26-04-2006,307.45,301.5,311.9,291,308,309.4,309.66,115661
27-04-2006,309.4,309,314.6,304,312,310.7,309.64,152913
28-04-2006,310.7,290,318.8,279.7,311,314.25,309.28,120955
29-04-2006,314.25,312,318,310,310.9,310.9,312.65,23396
02-05-2006,310.9,316.75,320,309,312,312.15,312.8,105752
03-05-2006,312.15,316,318,314,316,315.85,315.24,109420
04-05-2006,315.85,318.6,379.05,318,379.05,369.4,352.22,513685
05-05-2006,369.4,390,399.95,371,372.15,374.4,385.7,735279
08-05-2006,374.4,377.7,390.15,371.45,376.55,376.8,379.65,235585
09-05-2006,376.8,378,383.85,370.1,381,378.5,374.91,94559
10-05-2006,378.5,381,385,370.1,373.6,373.3,379.69,127479
11-05-2006,373.3,376.95,378,366,371.5,369.35,371.43,53126
12-05-2006,369.35,370,370,343.15,364,362.6,363.53,60112
15-05-2006,362.6,364,384,335,365.9,363.35,366.97,156188
16-05-2006,363.35,369.75,384,355,357,359.35,362.26,569571
17-05-2006,359.35,379.15,379.15,356.25,361,358.75,363.59,92794
18-05-2006,358.75,352,355,330,335,331.6,337.93,183826
19-05-2006,331.6,345,349.5,314,315,325.45,329.33,503612
22-05-2006,325.45,302,324,260.4,301,296.85,285.69,310333
23-05-2006,296.85,301.2,311.6,280,303.1,304.45,298.71,108806
24-05-2006,304.45,303,305,288,291,292.2,296.05,230935
25-05-2006,292.2,292,292,275,276.25,276.25,278.77,108703
26-05-2006,276.25,285,293,276,287.1,286.95,286.83,77515
29-05-2006,286.95,289,339.75,268.1,313,311.9,317.76,383168
30-05-2006,311.9,316.85,321.3,303.15,306.7,305.65,313.05,151602
31-05-2006,305.65,300,300,285,295,294.4,290.96,151448
01-06-2006,294.4,300,311,271.1,278,277.2,293.61,171798
02-06-2006,277.2,289.5,289.95,266,284.95,284.65,283.2,209850
05-06-2006,284.65,285.05,287.95,276.6,281,284.35,280.49,402331
06-06-2006,284.35,275,283.95,268,279.3,280.35,279.27,69413
07-06-2006,280.35,277,280,260.05,271,266.15,266.95,205961
08-06-2006,266.15,260,260,212.95,214.4,215.6,237.1,1428033
09-06-2006,215.6,215,258.75,210,258.75,258.35,243.46,191514
12-06-2006,258.35,261.35,282,240,257.15,250.1,251.37,391278
13-06-2006,250.1,249,249,225,240,238.75,238.73,253719
14-06-2006,238.75,245.8,258,222.05,230,228,237.91,265007
15-06-2006,228,245,248,233,245.05,245.3,240.51,213841
16-06-2006,245.3,258,273,237.1,243.4,244.15,251.58,343918
19-06-2006,244.15,247.95,248,237.8,240.1,239.75,240.39,362041
20-06-2006,239.75,231.25,247,231.25,241,239.5,239.21,1913916
21-06-2006,239.5,240,248,236.05,242.75,240.35,240.85,362222
22-06-2006,240.35,241,250,241,245,244.8,245.01,262298
23-06-2006,244.8,245,245,237,241,241.3,243.17,1171669
25-06-2006,241.3,244.9,248.7,244,244.5,244.85,245.19,14061
26-06-2006,244.85,246.5,246.55,235.5,240.1,239.6,239.23,306831
27-06-2006,239.6,240,240.5,226.1,232,230.7,232.48,807642
28-06-2006,230.7,230,230,220,223.5,221.9,224.58,191287
29-06-2006,221.9,228,235,226,232.75,232.6,232.49,112121
30-06-2006,232.6,240,246.45,236.5,243.55,244,241.75,211916
03-07-2006,244,244,244.95,240.2,244,243.9,241.71,124695
04-07-2006,243.9,244,245.85,242.55,244,244.95,244.83,227104
05-07-2006,244.95,243,255,241.6,249.55,248.9,250.59,430399
06-07-2006,248.9,245.05,255,241,252.05,250.55,249.56,139536
07-07-2006,250.55,251.9,254.8,240,242.2,241.5,248.62,56816
10-07-2006,241.5,254,254,236.5,237.95,239.1,239.4,48175
11-07-2006,239.1,240,241,235.2,238,238.1,239.03,35756
12-07-2006,238.1,229,241,229,240,240,236.64,42641
13-07-2006,240,237.6,242,235.2,235.7,236.25,238.93,35015
14-07-2006,236.25,241,246.9,233,245,245.1,239.66,769310
17-07-2006,245.1,246,250.5,241.55,245,243.65,247.59,160382
18-07-2006,243.65,243.05,247.9,231.5,245,241.15,239.13,464944
19-07-2006,241.15,248,248,234.15,245.55,244.8,244.64,2934663
20-07-2006,244.8,250,271.5,249.1,251.45,253.5,261.27,1322858
21-07-2006,253.5,244,265,238.65,264.85,262.2,251.52,483439
24-07-2006,262.2,255,271.9,253.5,261.5,263.05,265.86,364820
25-07-2006,263.05,268,273,261.3,270.6,269.35,267.87,277417
26-07-2006,269.35,271.85,279,265,278.5,276.1,275.2,221012
27-07-2006,276.1,276.45,280.95,272.1,274.5,274.3,275.53,92821
28-07-2006,274.3,269,279.35,269,278.45,277.85,276.22,143895
31-07-2006,277.85,282,285.5,281,285.1,284,283.13,80315
01-08-2006,284,284,284,277,280,280.5,280.29,100100
02-08-2006,280.5,283,283.3,276,277.8,278.7,279.01,29069
03-08-2006,278.7,281.9,314,275,276,278.8,295.43,1171650
04-08-2006,278.8,281,289,277,287.1,287.2,283.04,225607
07-08-2006,287.2,290,290.7,273.6,284.15,284.45,283.21,213614
08-08-2006,284.45,287.85,293,284.1,285.5,287.05,290.4,428955
09-08-2006,287.05,287.1,298,280.3,295.95,294.05,292.46,142086
10-08-2006,294.05,295,301,290.4,294.05,293.7,295.5,107548
11-08-2006,293.7,295,299.5,294.1,297.9,296.5,296.92,95504
14-08-2006,296.5,298.25,302,297.05,302,300.2,299.77,88251
16-08-2006,300.2,304,330.45,302.35,330,325.5,318.6,336620
17-08-2006,325.5,332.8,348,324,333.95,332.9,335.63,504804
18-08-2006,332.9,335.4,335.75,322,335,332.35,332.37,134784
21-08-2006,332.35,327.1,339,327,333.05,333.7,332.79,133046
22-08-2006,333.7,349.7,349.7,310.05,319.5,314.75,323.36,218242
23-08-2006,314.75,325,325,301.1,309.9,307.2,309.75,261500
24-08-2006,307.2,310,312,302.15,308.5,307.35,306.75,97300
25-08-2006,307.35,309.95,314,308,310,309.85,310.94,133279
28-08-2006,309.85,312,319,307,312.05,312.6,313.67,109787
29-08-2006,312.6,314.1,316.5,305.35,309.1,310.75,310.86,200724
30-08-2006,310.75,311,315,309,313.8,312.3,311.87,71655
31-08-2006,312.3,317,319.95,308.15,309.95,312.3,316.7,241650
01-09-2006,312.3,314,315,307.1,312,312,312.05,492336
04-09-2006,312,314,316.5,310.05,312,311.2,312.74,69731
05-09-2006,311.2,315,318.9,311,316.9,316.5,315.14,614126
06-09-2006,316.5,319,329,311.05,317.5,316.8,321.21,200368
07-09-2006,316.8,318,323.95,313.6,320,319.9,320.46,105979
08-09-2006,319.9,319.9,323,313.6,314.5,315.7,317.48,67308
11-09-2006,315.7,315.3,320,302,310,307.15,311.31,107096
12-09-2006,307.15,310,310,301.2,306.75,306.4,306.56,147878
13-09-2006,306.4,309,315,301.9,304,306,309.36,169404
14-09-2006,306,309,312.95,304.05,306.05,305.25,307.39,107485
15-09-2006,305.25,309,311.2,304,305,304.75,306.62,106302
18-09-2006,304.75,306,316.4,306,315,314.2,311.69,260344
19-09-2006,314.2,314.4,323.2,310,313.5,313.05,318.88,208825
20-09-2006,313.05,313.4,318.35,306,315,316.15,314.68,83754
21-09-2006,316.15,321.5,330,321,329,328.7,325.99,249357
22-09-2006,328.7,325.05,328,316.8,319.5,319.9,321.3,117511
25-09-2006,319.9,322,322,311.05,313,312.4,315.05,94436
26-09-2006,312.4,313,315.95,308.5,311.1,311.35,311.1,358118
27-09-2006,311.35,314.9,329,314,321.95,320.5,322.46,271323
28-09-2006,320.5,324.8,344.2,320.2,338,339.05,331.94,361918
29-09-2006,339.05,341.25,345,330.1,331,333.4,339.43,331277
03-10-2006,333.4,333.85,333.85,319.1,321,320.45,324.45,153521
04-10-2006,320.45,328.7,333.7,320,330.25,328.95,325.27,227358
05-10-2006,328.95,333,336,327.65,330,329.6,331.94,86274
06-10-2006,329.6,331,333,330,331.9,331.85,331.93,52597
09-10-2006,331.85,330,341.8,325,340.5,339.65,336.91,121045
10-10-2006,339.65,340,345.65,335,339,337.7,340.82,90163
11-10-2006,337.7,339.45,340,333.2,335,335.2,337.52,65667
12-10-2006,335.2,336.8,339.9,332.15,339,338.5,337.57,75898
13-10-2006,338.5,340,345.9,339,343.9,345.05,344.13,120028
16-10-2006,345.05,345.05,356.9,345.05,352.1,352.1,352.76,271087
17-10-2006,352.1,353.05,354.75,337.5,339.25,339.2,342.87,109246
18-10-2006,339.2,337,343,337,341.1,340.7,340.69,147597
19-10-2006,340.7,342,344.1,332,340,339.9,338.18,114320
20-10-2006,339.9,341,343.9,329,330,331.1,335.38,56044
21-10-2006,331.1,333.9,338,333.9,337.95,336.6,336.32,22097
23-10-2006,336.6,337.9,337.9,328.65,330.5,330.55,330.71,47561
26-10-2006,330.55,331.95,334.4,327.25,331,330.85,331.1,48186
27-10-2006,330.85,332.9,340.45,331.05,340.4,337.3,335.48,125944
30-10-2006,337.3,337.95,343.8,332.15,343,342.65,341.35,59412
31-10-2006,342.65,344.9,349.4,337,346,347.15,344.42,186241
01-11-2006,347.15,349.85,349.85,345,346,345.9,346.03,84714
02-11-2006,345.9,345,374.95,345,363.9,363.3,360.47,373174
03-11-2006,363.3,365,370,352.1,365,365.5,357.59,335431
06-11-2006,365.5,367.95,367.95,358.1,365,364.85,363.12,151470
07-11-2006,364.85,369,370.5,362.1,366.1,366.2,366.05,167653
08-11-2006,366.2,367,370,358,363,360.25,362.37,71656
09-11-2006,360.25,351.25,358.4,350,356,355.15,355.18,69585
10-11-2006,355.15,358.8,366,353.6,362,362,361.8,736038
13-11-2006,362,364,370,362,370,367.85,367.35,109307
14-11-2006,367.85,370.35,386.5,342.6,383.05,381.6,375.54,653526
15-11-2006,381.6,380,409.2,376,405,403,397.07,606636
16-11-2006,403,406,413,391.25,395,397.85,407.14,666904
17-11-2006,397.85,399,399,378,387,388.75,387.87,193506
20-11-2006,388.75,385,387.9,364.4,373.65,377.45,374.1,215650
21-11-2006,377.45,378,383,371.25,374,374.85,376.79,259932
22-11-2006,374.85,378,380.25,375.25,378.75,378.05,378.94,177710
23-11-2006,378.05,380,381,364,367,367.1,373.23,83791
24-11-2006,367.1,367,376.75,364.5,374.9,373.1,371.73,187018
27-11-2006,373.1,375.3,391,372.1,388,387.65,384.75,328760
28-11-2006,387.65,387,395.5,375,375.45,376.35,383.59,154177
29-11-2006,376.35,380.75,386,368,370.1,373.25,380.01,145285
30-11-2006,373.25,375,385,375,380,381.4,380.95,95943
01-12-2006,381.4,380,388.85,371.3,373.05,373.15,377.71,86974
04-12-2006,373.15,377,381.9,370,373,371.45,374.85,60793
05-12-2006,371.45,377,385,372.25,377,375.15,379.02,187170
06-12-2006,375.15,377,385,377,385,384.45,381.93,154769
07-12-2006,384.45,386,402,386,399.9,398,396.38,291795
08-12-2006,398,399,399.5,383.25,392,391,390.66,97384
11-12-2006,391,385,385,370,380,380.1,378.5,127642
12-12-2006,380.1,372.4,384,362.15,379,373.25,376.41,158431
13-12-2006,373.25,375,376.95,364.05,374.1,374.25,369.97,220877
14-12-2006,374.25,370.2,382.05,370.2,380,378.9,379.18,96290
15-12-2006,378.9,392,395,381,391,391.65,390.03,139898
18-12-2006,391.65,395,395,375,380,378.95,380.34,105333
19-12-2006,378.95,382.6,389,368,380,378.5,378.06,96905
20-12-2006,378.5,389,397,370.1,370.1,374.35,379.21,63646
21-12-2006,374.35,369,378.5,363,376,376.1,376.18,21969
22-12-2006,376.1,371,381,371,377.65,377.75,377.33,43552
26-12-2006,377.75,380,386,375.1,384.15,383.35,380.2,30765
27-12-2006,383.35,385,392.4,378,380,381,386.31,96971
28-12-2006,381,381.25,388,378,380,380.55,382.16,82948
29-12-2006,380.55,383.45,419.8,383,399.5,399.8,405.11,822105
02-01-2007,399.8,403.45,414,398.9,401.5,400.4,405.19,387255
03-01-2007,400.4,404.05,415.5,402.5,405.2,409.45,410.51,439154
04-01-2007,409.45,412,428.1,410.15,415.5,415.8,420.25,742634
05-01-2007,415.8,416.9,426.3,409.1,415,411.95,416.38,448650
08-01-2007,411.95,409.9,421.15,409.35,419.9,416.45,415.74,203474
09-01-2007,416.45,420,422.95,403.15,408,406.45,411.01,218199
10-01-2007,406.45,406,411.65,401.05,405.3,404.55,407.36,116956
11-01-2007,404.55,412.9,415,401.15,414.1,413.4,409.21,147473
12-01-2007,413.4,419.95,424,417.05,424,422.3,420.77,130634
15-01-2007,422.3,424.4,430.95,420,424,424.7,425.12,189844
16-01-2007,424.7,429.95,436.95,421.2,422,422.7,428.91,244833
17-01-2007,422.7,422.7,434.9,422.7,433,430.4,430.11,171466
18-01-2007,430.4,435.6,435.6,418.4,427.1,427.1,429.02,164913
19-01-2007,427.1,444,449.85,423,447.5,446.1,439.62,241069
22-01-2007,446.1,465,486.9,444,485,483.15,467.99,1019812
23-01-2007,483.15,495,495,458.2,459,463.4,470.6,377678
24-01-2007,463.4,467,481.9,460,469,471.35,470.36,341452
25-01-2007,471.35,473,480,469.05,476,474.65,474.78,286095
29-01-2007,474.65,470,486.35,380.9,469.1,472.95,479.01,925502
31-01-2007,472.95,472,479.85,464,466,466.85,470.65,319720
01-02-2007,466.85,469,472.9,461.55,463.5,464,467.75,160390
02-02-2007,464,471,508.7,466,488.85,488.05,490.85,977832
05-02-2007,488.05,490,511.75,483,505,506.05,500.46,806735
06-02-2007,506.05,510,524.5,499,508.6,508.55,513.89,732531
07-02-2007,508.55,512,516.9,502.5,508.15,510.3,510.37,482510
08-02-2007,510.3,514.75,528.85,510,515.5,512.65,518.36,861649
09-02-2007,512.65,515,524.4,501.05,502.3,505.15,511.71,561282
12-02-2007,505.15,505.15,505.9,466.55,469,472.3,479.32,270768
13-02-2007,472.3,465,486,455,477,474.1,477.28,382134
14-02-2007,474.1,451.5,483,430,479.25,479.45,461.55,653118
15-02-2007,479.45,496,496,474,486.9,484.45,484.86,234645
19-02-2007,484.45,494,500,485.15,486,489.45,493.53,131374
20-02-2007,489.45,495,495,470,474,473.15,477.51,167509
21-02-2007,473.15,485,485,467,471,469.8,473.59,101967
22-02-2007,469.8,474.9,489.75,434,443.95,447,453.57,564499
23-02-2007,447,451,451,430,440.3,438.65,439.46,313623
26-02-2007,438.65,449.9,449.9,422.05,441.9,436.6,433.97,367130
27-02-2007,436.6,441.05,448.5,432.1,436,437.95,441.26,376956
28-02-2007,437.95,415,439,402.3,424.75,424.9,426.24,415652
01-03-2007,424.9,421,434.9,402.2,422.5,421.25,414.7,436463
02-03-2007,421.25,424,440,421,427,429.5,429.79,363953
05-03-2007,429.5,427.5,427.5,402,412.9,412.95,416.77,489468
06-03-2007,412.95,422,435.5,422,435,433.15,428.93,343121
07-03-2007,433.15,444,444,429,439,437.1,431.64,372669
08-03-2007,437.1,433,452.9,430,452.9,448.9,440.4,154250
09-03-2007,448.9,451,459.9,430.25,432,438.2,442.81,582046
12-03-2007,438.2,439.9,447.6,431,440,440.6,440.48,140905
13-03-2007,440.6,440.6,443.9,433.25,437.2,438.35,439.01,168476
14-03-2007,438.35,420,434,420,426.2,429.6,429.95,620399
15-03-2007,429.6,430,437.5,427.15,427.25,429.8,430.21,377415
16-03-2007,429.8,433,435.95,426,426,429.65,430,597421
19-03-2007,429.65,429.95,443,429.95,432,433.45,436.27,193543
20-03-2007,433.45,439.9,439.9,426.5,428,428.85,430.84,360490
21-03-2007,428.85,428.85,436.7,425.1,429.35,429.85,430.99,627404
22-03-2007,429.85,437.7,444.95,434.1,439,439,439.91,489632
23-03-2007,439,444.5,467.85,438,460,461.4,457.73,896392
26-03-2007,461.4,463,475.8,455,458.5,463.4,469.47,660221
28-03-2007,463.4,464,470,446,460.4,461.15,463.11,699929
29-03-2007,461.15,457,472.85,457,462,461.75,466.43,875908
30-03-2007,461.75,462.1,481,452,478.9,479.4,477.37,899938
02-04-2007,479.4,460,470,441.9,456,458.7,460.45,1001656
03-04-2007,458.7,470,480,456.05,461.25,465.45,468.69,1439159
04-04-2007,465.45,468.8,483,465,466.55,469.6,475.51,935202
05-04-2007,469.6,469.9,477.5,461,470.85,471.05,473.08,358645
09-04-2007,471.05,475,508,472,506,505.1,495.31,800332
10-04-2007,505.1,510,511.85,494.05,498,499.05,500.95,797540
11-04-2007,499.05,495,510.2,483,485.5,485.45,497.48,632892
12-04-2007,485.45,485,485,475.15,479.95,479.45,479.44,326787
13-04-2007,479.45,480,494.9,480,488.25,489.5,490.02,325132
16-04-2007,489.5,495,499,489.15,490,491.75,492.47,243484
17-04-2007,491.75,496,535,485,494.6,492.7,495.83,499467
18-04-2007,492.7,490,504.9,490,496.3,496.85,500.49,308385
19-04-2007,496.85,489,502.9,478.25,500,498.6,497.44,286385
20-04-2007,498.6,500.5,507,495,503.15,504.45,503.09,412584
23-04-2007,504.45,509.5,517.9,490,492.45,493.4,506,637048
24-04-2007,493.4,490.2,512.5,490,502,500.45,501.36,1460126
25-04-2007,500.45,501,514.4,500.6,505.25,503.6,506.78,1131160
26-04-2007,503.6,511,514,497.1,507,504.65,504.73,557277
27-04-2007,504.65,506,527.9,503.55,520.1,521.55,520.49,1325123
30-04-2007,521.55,520.9,547,512,546,543.5,535.44,1096980
03-05-2007,543.5,550,566.95,548.65,553.75,553.05,558.04,864929
04-05-2007,553.05,554.7,561.45,542.8,544,546.3,551.41,456604
07-05-2007,546.3,548,560,542.15,549,547.3,550.88,572890
08-05-2007,547.3,549.9,559.9,537.6,541.8,541.35,550.84,592055
09-05-2007,541.35,545,545,521.2,534,536.1,530.07,589234
10-05-2007,536.1,544,547,526.25,529,530.15,537.75,371833
11-05-2007,530.15,526,537.9,518,533.6,531.45,531.14,362341
14-05-2007,531.45,535,542,533.15,535.5,536.7,537.59,178707
15-05-2007,536.7,535,547.9,527,539,539.95,541.91,431291
16-05-2007,539.95,539.4,555.85,536.1,554,552.5,547.93,663399
17-05-2007,552.5,558.9,572,554.1,571.5,569.4,561.19,995817
18-05-2007,569.4,573.4,575,555.6,560.05,560.45,565.25,577488
21-05-2007,560.45,564.65,579,562.1,578,576.15,573.32,720857
22-05-2007,576.15,579,629,574,603,607.1,600.69,1560841
23-05-2007,607.1,607.1,608.9,583,588,588.4,593.5,434441
24-05-2007,588.4,588.4,598.5,575.55,580,581.25,583.49,499466
25-05-2007,581.25,580,590,560,579,578.85,581.7,342242
28-05-2007,578.85,584.85,594,576.15,578.25,577.6,583.13,356980
29-05-2007,577.6,583.5,583.5,574.85,577.5,577,577.55,173248
30-05-2007,577,576.9,589.7,560,568,563.75,573.1,485376
31-05-2007,563.75,570,576,564,569.1,572.3,569.12,518814
01-06-2007,572.3,577.8,588.5,573,585,582.1,580.94,464276
04-06-2007,582.1,585,586,574.05,575.35,575.4,578.83,274924
05-06-2007,575.4,581,610,576,609.45,606.9,596.6,561270
06-06-2007,606.9,608,624,586.55,589.85,590.5,608.31,697858
07-06-2007,590.5,588.9,597,575,583,582.25,586.26,330988
08-06-2007,582.25,578.7,584,569.05,569.3,570.7,575.6,397049
11-06-2007,570.7,577.9,585,565.3,569.05,568.85,576.94,326604
12-06-2007,568.85,570,572.95,556.4,566.5,562.1,563.12,232768
13-06-2007,562.1,562.85,564.9,550,552,551.4,556.04,144478
14-06-2007,551.4,558.9,572.3,554.25,561.15,560.2,562.5,291413
15-06-2007,560.2,566,576.4,565,568.05,568.75,570.13,359631
18-06-2007,568.75,595,595,561,562.2,562.9,566.71,209214
19-06-2007,562.9,558,594,558,590.85,589.75,575.06,340427
20-06-2007,589.75,595,610,590.6,606,602.2,600.16,324351
21-06-2007,602.2,610,636,606,634.75,630,625.18,1031443
22-06-2007,630,628,639.7,611.6,613.9,616.15,626.18,899682
25-06-2007,616.15,620,626.45,573.8,619,621.55,621.59,293412
26-06-2007,621.55,628,628,610,612,612.3,617.81,381267
27-06-2007,612.3,620,639.8,607.15,636,634.95,626.72,656239
28-06-2007,634.95,640,648.4,636,642,642,642.37,834126
29-06-2007,642,643,678,643,674,673.05,664.07,1041646
02-07-2007,673.05,678,678.8,652.7,664.85,663.25,667.21,434138
03-07-2007,663.25,664.1,678,664.1,672.05,674.5,673.17,653493
04-07-2007,674.5,679,679,655.1,662,663.55,664.24,486981
05-07-2007,663.55,653.6,670.25,645.05,653.9,652.75,655.31,532794
06-07-2007,652.75,654.85,664.5,650.1,653,654.65,656.71,374957
09-07-2007,654.65,660,664.6,646.35,661,659.3,657.03,438052
10-07-2007,659.3,660.15,669.7,649.75,651.5,652.8,659.52,337922
11-07-2007,652.8,652,659,645,652.05,653.3,653.91,260879
12-07-2007,653.3,658,665,654.5,658.05,657.2,659.41,220020
13-07-2007,657.2,666,679.9,660,665.35,665.95,670.46,613631
16-07-2007,665.95,672.35,695.9,666.55,691,692.35,682.5,640152
17-07-2007,692.35,702,708.9,593,683.5,681.85,694.64,911809
18-07-2007,681.85,687,719,678,717.5,708.15,696.97,889263
19-07-2007,708.15,715,738,714,736.55,732.5,725.73,1047287
20-07-2007,732.5,738,742,725,730.05,728.9,730.84,778311
23-07-2007,728.9,727.75,748,723,741,743.4,740.83,704069
24-07-2007,743.4,745,750.9,720,740.05,738.6,737.06,1065835
25-07-2007,738.6,754.9,754.9,718.1,732,729.6,727.38,671419
26-07-2007,729.6,745.9,745.9,724,742,730.65,729.49,709524
27-07-2007,730.65,734.4,734.4,695.05,724,714.45,708.68,952972
30-07-2007,714.45,710.1,725.95,700,714.75,717.1,717.12,346934
31-07-2007,717.1,717.1,748.95,706,745,740.7,724.92,645933
01-08-2007,740.7,741.15,741.15,709,714.05,713.2,717.93,698580
02-08-2007,713.2,715,780.8,707.25,763.85,767.7,755.01,1264555
03-08-2007,767.7,774.2,784.9,757.3,758.25,762.85,773.18,917631
06-08-2007,762.85,751.1,773.9,735,762.75,763.7,760.67,741490
07-08-2007,763.7,778.85,804.5,769,778.15,781.15,791.23,1049216
08-08-2007,781.15,786.1,809,786.1,796,793.6,799.46,617745
09-08-2007,793.6,800,815,758,769,766.3,789.63,713961
10-08-2007,766.3,753.1,759.9,729,737,735.35,743.23,1095239
13-08-2007,735.35,728,749.8,714,721,720.75,725.98,918932
14-08-2007,720.75,725,740.5,708.1,711,711.55,721.02,1205954
16-08-2007,711.55,629,700,629,665.5,666.2,676.4,1263772
17-08-2007,666.2,666.2,679,612.35,630,634.95,646.75,1944152
20-08-2007,634.95,650,691.8,645,683.5,686.25,670.74,1353522
21-08-2007,686.25,690,695,633.25,640,639.3,658.92,1143510
22-08-2007,639.3,635,659,620.3,647.05,648.15,643.7,1064224
23-08-2007,648.15,658.5,667,620.05,630,625.55,640.88,957908
24-08-2007,625.55,635,652.5,627.25,647.95,648.75,641.86,889834
27-08-2007,648.75,660,686.85,652.3,680.35,681.75,675.27,1035846
28-08-2007,681.75,686,709,672,698.55,700,696.49,1179884
29-08-2007,700,698.1,704,674.55,700.1,699.35,696.6,1224415
30-08-2007,699.35,705,714.9,682.5,686,689.45,696.66,972165
31-08-2007,689.45,697.65,715,687,705.3,706.85,707.1,1035547
03-09-2007,706.85,719.5,729,707,723.55,724.15,720.88,770346
04-09-2007,724.15,777,777,720.1,726.05,730.1,731.69,714624
05-09-2007,730.1,705.15,737,705.15,715,717.7,723.22,355274
06-09-2007,717.7,651.65,735,651.65,733,732.5,728.53,460914
07-09-2007,732.5,738,739.9,715.6,719,717.9,726.7,320417
10-09-2007,717.9,703.65,750,703.65,748,748,736.68,725574
11-09-2007,748,751,760.95,736.1,738.15,738.55,748.79,870543
12-09-2007,738.55,744.75,756.35,744,750.1,748.55,749.56,540374
13-09-2007,748.55,754,777,748,773.5,774.05,762.56,1093513
14-09-2007,774.05,783,792,768,781,772.15,781.63,1022022
17-09-2007,772.15,760,803.9,760,795,797.75,787.33,737686
18-09-2007,797.75,773.4,820.5,714.4,816,816.25,808.74,1245320
19-09-2007,816.25,830,849.5,828.9,839.1,837.6,839.95,748204
20-09-2007,837.6,847.5,865.9,833.35,854.95,853.55,853.24,868688
21-09-2007,853.55,835.5,876.7,835.5,870,869.05,868.74,659038
24-09-2007,869.05,869.05,897.9,868.1,891,890.4,883.16,523446
25-09-2007,890.4,890,899.5,860.35,891,888.8,880.02,576483
26-09-2007,888.8,881,932.8,870.15,923,912.1,909.97,960576
27-09-2007,912.1,930,938,883.05,895.75,893.05,907.58,1019684
28-09-2007,893.05,895,927,895,926,922.2,915.9,558461
01-10-2007,922.2,925,950,915.15,944.15,945.25,937.02,764631
03-10-2007,945.25,948,998,915.15,996.75,988.35,970.82,1257017
04-10-2007,988.35,992,1012.7,980,997,1001.3,997.06,665826
05-10-2007,1001.3,961.2,1009.8,947.5,953,957.6,974.98,573152
08-10-2007,957.6,967,988.9,884,915,911.8,916.5,882673
09-10-2007,911.8,915.15,976,892.7,972.05,972.3,951.77,752123
10-10-2007,972.3,980,991,954,976.05,978.95,976.32,538257
11-10-2007,978.95,976,999.9,962.65,987,985.85,984.69,292647
12-10-2007,985.85,971.45,988.2,956,968,965.1,975.66,300604
15-10-2007,965.1,984.1,1009,971,998,996.2,988.32,479846
16-10-2007,996.2,998,1034,971.55,993.5,999.35,1002.83,647386
17-10-2007,999.35,940,959.75,808,926.7,933.75,930.55,750463
18-10-2007,933.75,939.75,982,895,900,909.15,946.85,698080
19-10-2007,909.15,900,910,801,832.15,830.8,847.06,828917
22-10-2007,830.8,831.1,858.95,810,839,838.95,836.76,786399
23-10-2007,838.95,900,959.95,845,950.5,951.3,925.05,1065376
24-10-2007,951.3,970,987.7,948,958.2,959.05,967.66,734376
25-10-2007,959.05,969,1005,951,974,972.95,980.09,1484402
26-10-2007,972.95,996,1052.9,982.1,1028,1027.05,1022.91,1280074
29-10-2007,1027.05,1050,1067.9,1028,1039,1042.2,1047.17,575662
30-10-2007,1042.2,1036,1058,1002,1012.45,1013.2,1029.1,738869
31-10-2007,1013.2,1017,1037,991,1000.05,1000.85,1015.27,536346
01-11-2007,1000.85,1016,1043,991,999,999.35,1010.82,538268
02-11-2007,999.35,975,1017,960,1011,1011.8,995.46,289660
05-11-2007,1011.8,1007.8,1035,975,986,981.9,999.9,679604
06-11-2007,981.9,1000,1008.7,943,960.1,954.05,974.46,474671
07-11-2007,954.05,964.7,977,925,934.8,934.4,945.13,455725
