Date,Close,High,Low,Open,Volume
10-12-2021,332.6020508,333.0486967,325.076898,325.261388,38095700
13-12-2021,329.5531616,333.8158111,329.2424385,330.7960245,28899400
14-12-2021,318.8139954,324.9312337,314.706708,323.5524186,44438700
15-12-2021,324.940979,325.4653206,315.0854613,319.0762059,35381100
16-12-2021,315.4738464,326.9897741,313.6483851,325.9702194,35034800
17-12-2021,314.4056702,315.4932008,308.0457153,311.5704039,47750300
20-12-2021,310.6285706,313.4347086,308.3564637,310.7644934,28326500
21-12-2021,317.7945251,318.221762,310.5218082,313.9105749,24740600
22-12-2021,323.5330505,323.9311293,316.2991817,318.775188,24831500
23-12-2021,324.9797974,326.6304879,323.0766702,323.0960793,19617800
27-12-2021,332.514679,332.5438074,325.6983278,325.7274562,19947000
28-12-2021,331.3494263,333.8351515,330.4464152,333.1942963,15661500
29-12-2021,332.0291748,334.3109716,329.8250143,331.3980092,15042000
30-12-2021,329.4755249,333.1749853,328.9900311,331.9903793,15994500
